title,description,image_url,file_name,is_published
Making%20Friendship%20Bracelets,"Kids sitting cross-legged, weaving colorful string bracelets for each other.",https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/making_friendship_bracelets_coloring.png,making_friendship_bracelets_coloring.png,true
Mini%20Golf%20Challenge,Kids with golf clubs trying to hit colorful balls into whimsical obstacles.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/mini_golf_challenge_coloring.png,mini_golf_challenge_coloring.png,true
Nature%20Crafts,"Making art from leaves, sticks, and flowers at an outdoor picnic table.",https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/nature_crafts_coloring.png,nature_crafts_coloring.png,true
Nature%20Scavenger%20Hunt,"Kids with checklists and binoculars searching for bugs, leaves, and birds.",https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/nature_scavenger_hunt_coloring.png,nature_scavenger_hunt_coloring.png,true
Neighborhood%20Baseball%20Game,A summer baseball game in an open lot with cheering kids and homemade bases.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/neighborhood_baseball_game_coloring.png,neighborhood_baseball_game_coloring.png,true
Obstacle%20Course%20Challenge,"A DIY obstacle course in the yard with kids jumping, crawling, and balancing.",https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/obstacle_course_challenge_coloring.png,obstacle_course_challenge_coloring.png,true
Outdoor%20Movie%20Night,"Blankets, popcorn, and a projector under the stars as kids watch a summer movie.",https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/outdoor_movie_night_coloring.png,outdoor_movie_night_coloring.png,true
Paddle%20Boat%20Pond,Children paddling mini boats on a serene pond with ducks and lily pads.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/paddle_boat_pond_coloring.png,paddle_boat_pond_coloring.png,true
Painting%20Outdoors,"Easels, paint splatters, and kids painting nature scenes in the yard.",https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/painting_outdoors_coloring.png,painting_outdoors_coloring.png,true
Pet%20Parade,Kids dressed up with their pets in funny costumes for a small pet parade.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/pet_parade_coloring.png,pet_parade_coloring.png,true
Picnic%20In%20The%20Park,Families and children enjoying sandwiches and lemonade on a checkered blanket under a tree.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/picnic_in_the_park_coloring.png,picnic_in_the_park_coloring.png,true
Pine%20Cone%20Collecting,"Children wandering through pine trees, gathering pine cones in baskets.",https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/pine_cone_collecting_coloring.png,pine_cone_collecting_coloring.png,true
Pool%20Party%20Splash,"Inflatable toys, beach balls, and kids jumping into a backyard pool.",https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/pool_party_splash_coloring.png,pool_party_splash_coloring.png,true
Popsicle%20Break,Kids enjoying colorful popsicles on a porch swing or backyard bench.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/popsicle_break_coloring.png,popsicle_break_coloring.png,true
Puppy%20Park%20Playdate,Children playing fetch with puppies and walking dogs in the sunshine.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/puppy_park_playdate_coloring.png,puppy_park_playdate_coloring.png,true
Roller%20Skating%20Afternoon,Kids in helmets and pads gliding around a park path on roller skates.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/roller_skating_afternoon_coloring.png,roller_skating_afternoon_coloring.png,true
Sailing%20Toy%20Boats,Little kids sailing handmade boats in a pond or small stream.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/sailing_toy_boats_coloring.png,sailing_toy_boats_coloring.png,true
Sandcastle%20Competition,"Elaborate sandcastles, seashells, and kids with buckets and shovels.",https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/sandcastle_competition_coloring.png,sandcastle_competition_coloring.png,true
Sidewalk%20Chalk%20Art,Children creating colorful masterpieces with chalk on the pavement.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/sidewalk_chalk_art_coloring.png,sidewalk_chalk_art_coloring.png,true
Slip%20And%20Slide%20Fun,A backyard scene with kids sliding down a soapy tarp into a kiddie pool.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/slip_and_slide_fun_coloring.png,slip_and_slide_fun_coloring.png,true
Sprinkler%20Fun,Children laughing and running through a spinning water sprinkler on a hot afternoon.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/sprinkler_fun_coloring.png,sprinkler_fun_coloring.png,true
Summer%20Fair%20Fun,"Rides, games, and cotton candy as kids enjoy the local summer fair.",https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/summer_fair_fun_coloring.png,summer_fair_fun_coloring.png,true
Summer%20Reading%20Circle,Children sitting under a tree reading picture books during a sunny afternoon.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/summer_reading_circle_coloring.png,summer_reading_circle_coloring.png,true
Summer%20Sunset%20Walk,Children walking hand-in-hand on a trail as the sky glows with sunset colors.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/summer_sunset_walk_coloring.png,summer_sunset_walk_coloring.png,true
Sun%20Hat%20Parade,A creative parade where kids wear their own decorated sun hats.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/sun_hat_parade_coloring.png,sun_hat_parade_coloring.png,true
Sunflower%20Maze,Children running and giggling through a tall sunflower maze.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/sunflower_maze_coloring.png,sunflower_maze_coloring.png,true
Treasure%20Hunt%20Map,Children using maps and clues to find buried treasure in the sandbox.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/treasure_hunt_map_coloring.png,treasure_hunt_map_coloring.png,true
Treehouse%20Hangout,A group of children enjoying snacks and board games in a backyard treehouse.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/treehouse_hangout_coloring.png,treehouse_hangout_coloring.png,true
Underwater%20Goggles,Kids diving and swimming underwater with snorkels and goggles in a clear pool.,https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/underwater_goggles_coloring.png,underwater_goggles_coloring.png,true
Zoo%20Field%20Trip,"Kids pointing at lions, monkeys, and elephants on a sunny day at the zoo.",https://puswptfnpjdigfsatylx.supabase.co/storage/v1/object/public/coloring-pages/zoo_field_trip_coloring.png,zoo_field_trip_coloring.png,true
